grna_target	response_id
chr6:31304717-31305017	PPP1R10
chr6:31304717-31305017	MRPS18B
chr6:31304717-31305017	ATAT1
chr6:31304717-31305017	PPP1R18
chr6:31304717-31305017	NRM
chr6:31304717-31305017	TUBB
chr6:31304717-31305017	FLOT1
chr6:31304717-31305017	IER3
chr6:31304717-31305017	HLA-C
chr6:31304717-31305017	HLA-B
chr6:31304717-31305017	MICA
chr6:31304717-31305017	HSPA1A
chr6:31304717-31305017	HSPA1B
chr6:31304717-31305017	NEU1
chr6:31304717-31305017	EHMT2
chr6:31304717-31305017	NELFE
chr6:31304717-31305017	SKIC2
chr6:31304717-31305017	DXO
chr6:31383204-31383504	ABCF1
chr6:31383204-31383504	PPP1R10
chr6:31383204-31383504	MRPS18B
chr6:31383204-31383504	ATAT1
chr6:31383204-31383504	PPP1R18
chr6:31383204-31383504	NRM
chr6:31383204-31383504	TUBB
chr6:31383204-31383504	FLOT1
chr6:31383204-31383504	IER3
chr6:31383204-31383504	HLA-C
chr6:31383204-31383504	HLA-B
chr6:31383204-31383504	MICA
chr6:31383204-31383504	HSPA1A
chr6:31383204-31383504	HSPA1B
chr6:31383204-31383504	NEU1
chr6:31383204-31383504	EHMT2
chr6:31383204-31383504	NELFE
chr6:31383204-31383504	SKIC2
chr6:31383204-31383504	DXO
chr6:31403389-31403689	ABCF1
chr6:31403389-31403689	PPP1R10
chr6:31403389-31403689	MRPS18B
chr6:31403389-31403689	ATAT1
chr6:31403389-31403689	PPP1R18
chr6:31403389-31403689	NRM
chr6:31403389-31403689	TUBB
chr6:31403389-31403689	FLOT1
chr6:31403389-31403689	IER3
chr6:31403389-31403689	HLA-C
chr6:31403389-31403689	HLA-B
chr6:31403389-31403689	MICA
chr6:31403389-31403689	HSPA1A
chr6:31403389-31403689	HSPA1B
chr6:31403389-31403689	NEU1
chr6:31403389-31403689	EHMT2
chr6:31403389-31403689	NELFE
chr6:31403389-31403689	SKIC2
chr6:31403389-31403689	DXO
chr6:31409120-31409420	ABCF1
chr6:31409120-31409420	PPP1R10
chr6:31409120-31409420	MRPS18B
chr6:31409120-31409420	ATAT1
chr6:31409120-31409420	PPP1R18
chr6:31409120-31409420	NRM
chr6:31409120-31409420	TUBB
chr6:31409120-31409420	FLOT1
chr6:31409120-31409420	IER3
chr6:31409120-31409420	HLA-C
chr6:31409120-31409420	HLA-B
chr6:31409120-31409420	MICA
chr6:31409120-31409420	HSPA1A
chr6:31409120-31409420	HSPA1B
chr6:31409120-31409420	NEU1
chr6:31409120-31409420	EHMT2
chr6:31409120-31409420	NELFE
chr6:31409120-31409420	SKIC2
chr6:31409120-31409420	DXO
chr6:33698794-33699094	UQCC2
chr6:33698794-33699094	LEMD2
chr6:33700493-33700793	UQCC2
chr6:33700493-33700793	LEMD2
chr6:33702411-33702711	UQCC2
chr6:33702411-33702711	LEMD2
chr6:33707480-33707780	UQCC2
chr6:33707480-33707780	LEMD2
chr6:33815904-33816204	UQCC2
chr6:33815904-33816204	LEMD2
chr6:33815904-33816204	SNRPC
chr6:34839940-34840240	SNRPC
chr6:34839940-34840240	TAF11
chr6:34839940-34840240	TEAD3
chr6:34839940-34840240	FKBP5
chr6:34851697-34851997	SNRPC
chr6:34851697-34851997	TAF11
chr6:34851697-34851997	TEAD3
chr6:34851697-34851997	FKBP5
chr6:35601584-35601884	SNRPC
chr6:35601584-35601884	TAF11
chr6:35601584-35601884	TEAD3
chr6:35601584-35601884	FKBP5
chr6:35615789-35616089	SNRPC
chr6:35615789-35616089	TAF11
chr6:35615789-35616089	TEAD3
chr6:35615789-35616089	FKBP5
chr6:57242574-57242874	ZNF451
chr6:57242574-57242874	BAG2
chr6:57242574-57242874	RAB23
chr7:107506108-107506408	COG5
chr7:107506108-107506408	BCAP29
chr7:107514474-107514774	COG5
chr7:107514474-107514774	BCAP29
chr7:6437268-6437568	FAM220A
chr7:6437268-6437568	RAC1
chr7:6437268-6437568	DAGLB
chr7:6437268-6437568	KDELR2
chr7:6437268-6437568	ZDHHC4
chr7:6440439-6440739	FAM220A
chr7:6440439-6440739	RAC1
chr7:6440439-6440739	DAGLB
chr7:6440439-6440739	KDELR2
chr7:6440439-6440739	ZDHHC4
chr8:19925499-19925799	CSGALNACT1
chr8:19925499-19925799	INTS10
chr8:19925499-19925799	ATP6V1B2
chr8:19927973-19928273	CSGALNACT1
chr8:19927973-19928273	INTS10
chr8:19927973-19928273	ATP6V1B2
chr8:20105754-20106054	CSGALNACT1
chr8:20105754-20106054	INTS10
chr8:20105754-20106054	ATP6V1B2
chr8:25198975-25199275	KCTD9
chr8:25207029-25207329	KCTD9
chr8:94965858-94966158	INTS8
chr8:94965858-94966158	TP53INP1
chr9:120937551-120937851	PSMD5
chr9:120937551-120937851	CUTALP
chr9:120937551-120937851	PHF19
chr9:21711518-21711818	MTAP
chr9:21711518-21711818	CDKN2A-DT
chr9:21711518-21711818	CDKN2A
chr9:21711518-21711818	CDKN2B
chr9:21734294-21734594	MTAP
chr9:21734294-21734594	CDKN2A-DT
chr9:21734294-21734594	CDKN2A
chr9:21734294-21734594	CDKN2B
chr9:21796829-21797129	MTAP
chr9:21796829-21797129	CDKN2A-DT
chr9:21796829-21797129	CDKN2A
chr9:21796829-21797129	CDKN2B
chr9:21928452-21928752	MTAP
chr9:21928452-21928752	CDKN2A-DT
chr9:21928452-21928752	CDKN2A
chr9:21928452-21928752	CDKN2B
